category,file,codec,codec_profile,resolution,width,height,bitrate_mbps,nominal_fps,average_fps,pixel_format,possible_vfr,status,warning_count,trouble_score,severity,most_troubling,trouble_reason
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 32 – Wizard of Odd.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 06 – Der Kinderlumper.mp4,h264,High,1280x720,1280,720,0.65,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 35 – Mom’s In the House.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 37 – Let’s Bounce.mp4,h264,High,1280x720,1280,720,0.53,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 16 – Mommy Can You Hear Me.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 07 – Sidetracked.mp4,h264,High,1280x720,1280,720,0.65,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 15 – A Real Boy.mp4,h264,High,1280x720,1280,720,0.4,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 02 – Interview With a Platypus – Tip of the Day.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 25 – Druselsteinoween.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 23 – Unfair Science Fair – Unfair Science Fair Redux.mp4,h264,High,1280x720,1280,720,0.49,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 06 – The Belly of the Beast.mp4,h264,High,1280x720,1280,720,0.72,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 34 – Father’s Day.mp4,h264,High,1280x720,1280,720,0.54,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 05 – Raging Bully – Lights, Candace, Action!.mp4",h264,High,1280x720,1280,720,0.48,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 19 – Skiddley Whiffers.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 19 – Happy Birthday, Isabella.mp4",h264,High,1280x720,1280,720,0.54,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 18 – Crack That Whip – The Best Lazy Day.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 17 – Road Trip.mp4,h264,High,1280x720,1280,720,0.6,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 17 – The Bully Code – Finding Mary McGuffin.mp4,h264,High,1280x720,1280,720,0.4,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 39 – Quietest Day Ever.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 26 – Terrifying Tri-State Trilogy of Terror.mp4,h264,High,1280x720,1280,720,0.49,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 27 – A Phineas and Ferb Family Christmas.mp4,h264,High,1280x720,1280,720,0.89,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 07 – The Chronicles of Meap.mp4,h264,High,1280x720,1280,720,0.55,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 29 – Doof Dynasty.mp4,h264,High,1280x720,1280,720,0.92,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 37 – It’s No Picnic.mp4,h264,High,1280x720,1280,720,0.51,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 37 – Make Play Candace Gets Busted.mp4,h264,High,1280x720,1280,720,0.48,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 22 – That’s the Spirit!.mp4,h264,High,1280x720,1280,720,0.61,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 29 – Phineas and Ferb Hawaiian Vacation.mp4,h264,High,1280x720,1280,720,0.67,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 36 – Rollercoaster The Musical!.mp4,h264,High,1280x720,1280,720,0.88,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 13 – Meatloaf Surprise.mp4,h264,High,1280x720,1280,720,0.75,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 16 – Knot My Problem.mp4,h264,High,1280x720,1280,720,0.52,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 08 – Ask a Foolish Question.mp4,h264,High,1280x720,1280,720,0.52,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 60 – Road to Danville.mp4,h264,High,1280x720,1280,720,0.53,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 02 – Lawn Gnome Beach Party of Terror – The Fast and the Phineas.mp4,h264,High,1280x720,1280,720,0.72,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 01 – For Your Ice Only.mp4,h264,High,1280x720,1280,720,0.76,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 32 – Live and Let Drive.mp4,h264,High,1280x720,1280,720,0.64,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 12 – Bad Hair Day.mp4,h264,High,1280x720,1280,720,0.53,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 43 – The Inator Method.mp4,h264,High,1280x720,1280,720,0.44,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 38 – Bully Bromance Breakup.mp4,h264,High,1280x720,1280,720,0.44,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 09 – Mind Share.mp4,h264,High,1280x720,1280,720,0.61,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 25 – Lotsa Latkes.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 46 – Agent Doof.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 01 – The Great Indoors.mp4,h264,High,1280x720,1280,720,0.85,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 42 – Delivery of Destiny.mp4,h264,High,1280x720,1280,720,0.61,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 22 – The Monster of Phineas-n-Ferbenstein – Oil on Candace.mp4,h264,High,1280x720,1280,720,0.46,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 24 – Out to Launch.mp4,h264,High,1280x720,1280,720,0.54,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 19 – Boyfriend from 27,000 B.C – Voyage to the Bottom of Buford.mp4",h264,High,1280x720,1280,720,0.49,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 28 – Cheers for Fears.mp4,h264,High,1280x720,1280,720,0.55,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 36 – The Return of the Rogue Rabbit.mp4,h264,High,1280x720,1280,720,0.59,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 48 – Last Day of Summer.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 58 – When Worlds Collide.mp4,h264,High,1280x720,1280,720,0.6,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 23 – Undercover Carl – Hip Hip Parade.mp4,h264,High,1280x720,1280,720,0.49,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 24 – Invasion of the Ferb Snatchers – Aint No Kiddie Ride.mp4,h264,High,1280x720,1280,720,0.55,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 02 – Canderemy.mp4,h264,High,1280x720,1280,720,0.5,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 41 – Meapless in Seattle.mp4,h264,High,1280x720,1280,720,0.71,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 17 – Greece Lightning – Leave the Busting.mp4,h264,High,1280x720,1280,720,0.68,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 24 – Escape from Phineas Tower.mp4,h264,High,1280x720,1280,720,0.49,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 59 – What’d I Miss.mp4,h264,High,1280x720,1280,720,0.53,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 11 – Magic Carpet Ride.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 46 – Doof 101.mp4,h264,High,1280x720,1280,720,0.5,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 31 – Return Policy.mp4,h264,High,1280x720,1280,720,0.64,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 07 – It’s About Time!.mp4,h264,High,1280x720,1280,720,0.52,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 15 – Phineas and Ferb’s Musical Cliptastic Countdown Hosted by Kelly Osbourne.mp4,h264,High,1280x720,1280,720,0.82,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 12 – Run Away Runway – I Scream, You Scream.mp4",h264,High,1280x720,1280,720,0.48,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 03 – Run, Candace, Run.mp4",h264,High,1280x720,1280,720,0.59,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/00-ideatro.mp4,h264,High,854x480,854,480,0.37,30.0,30.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 14 – Where’s Pinky.mp4,h264,High,1280x720,1280,720,0.47,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 28 – Tri-Stone Area.mp4,h264,High,1280x720,1280,720,0.89,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 20 – Love at First Byte.mp4,h264,High,1280x720,1280,720,0.63,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 40 – Mandace.mp4,h264,High,1280x720,1280,720,0.39,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 34 – The Secret of Success The Doof Side of the Moon.mp4,h264,High,1280x720,1280,720,0.47,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 33 – Gi-Ants.mp4,h264,High,1280x720,1280,720,0.66,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 19 – What Do It Do – Atlantis.mp4,h264,High,1280x720,1280,720,0.62,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 26 – Out of Toon – Hail Doofania!.mp4,h264,High,1280x720,1280,720,0.43,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 03 – Attack of the 50 Foot Sister – Backyard Aquarium.mp4,h264,High,1280x720,1280,720,0.5,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 09 – One Good Scare Ought to Do It!.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 10 – A Hard Day’s Knight – I, Brobot.mp4",h264,High,1280x720,1280,720,0.54,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 05 – Phineas’ Birthday Clip-O-Rama!.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 44 – Night of the Living Pharmacists.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 26 – Ferb Latin.mp4,h264,High,1280x720,1280,720,0.56,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 35 – Imperfect Storm.mp4,h264,High,1280x720,1280,720,0.51,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 33 We Call it Maze – Ladies and Gentlemen Meet Max Modem!.mp4,h264,High,1280x720,1280,720,0.58,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 10 – Candace Disconnected.mp4,h264,High,1280x720,1280,720,0.5,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 18 – Tour de Ferb.mp4,h264,High,1280x720,1280,720,0.73,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 12 – Bee Story.mp4,h264,High,1280x720,1280,720,0.64,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 48 – What A Croc!.mp4,h264,High,1280x720,1280,720,0.69,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 17 – Just Desserts.mp4,h264,High,1280x720,1280,720,0.48,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 15 – Ready for the Bettys – The Flying Fishmonger.mp4,h264,High,1280x720,1280,720,0.59,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 26 – The Lizard Whisperer – Robot Rodeo.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 21 – Traffic Cam Caper – Bowl-R-Ama Drama.mp4,h264,High,1280x720,1280,720,0.45,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 03 – Fly On the Wall.mp4,h264,High,1280x720,1280,720,0.57,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 27 – The Beak.mp4,h264,High,1280x720,1280,720,0.55,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 09 – Let’s Take a Quiz – At the Car Wash.mp4,h264,High,1280x720,1280,720,0.54,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 4 Episode 27 – Face Your Fear.mp4,h264,High,1280x720,1280,720,0.81,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 20 – My Fair Goalie.mp4,h264,High,1280x720,1280,720,0.65,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 2 Episode 16 – Cheer Up Candace – Fireside Girl Jamboree.mp4,h264,High,1280x720,1280,720,0.64,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,"/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Episode 13 – It’s a Mud, Mud, Mud, Mud World – The Ballad of Badbeard.mp4",h264,High,1280x720,1280,720,0.59,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Phineas and Ferb/Phineas and Ferb Season 3 Episode 50 – Sci-Fi Pie Fly.mp4,h264,High,1280x720,1280,720,0.4,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
